number,timestamp
744219,2022-07-09 01:22:17.000000 UTC
744220,2022-07-09 02:05:04.000000 UTC
744221,2022-07-09 02:05:22.000000 UTC
744222,2022-07-09 02:06:17.000000 UTC
744223,2022-07-09 02:17:09.000000 UTC
744224,2022-07-09 02:28:23.000000 UTC
744225,2022-07-09 02:37:49.000000 UTC
744226,2022-07-09 02:41:02.000000 UTC
744227,2022-07-09 03:10:27.000000 UTC
744228,2022-07-09 03:10:24.000000 UTC
744229,2022-07-09 03:17:17.000000 UTC
744230,2022-07-09 03:23:54.000000 UTC
744231,2022-07-09 03:43:12.000000 UTC
744232,2022-07-09 03:53:57.000000 UTC
744233,2022-07-09 03:58:24.000000 UTC
744234,2022-07-09 04:47:22.000000 UTC
744235,2022-07-09 04:53:49.000000 UTC
744236,2022-07-09 04:55:53.000000 UTC
744237,2022-07-09 04:59:27.000000 UTC
744238,2022-07-09 05:22:35.000000 UTC
744239,2022-07-09 05:33:11.000000 UTC
744240,2022-07-09 05:44:47.000000 UTC
744241,2022-07-09 05:54:15.000000 UTC
744242,2022-07-09 05:55:15.000000 UTC
744243,2022-07-09 06:06:40.000000 UTC
744244,2022-07-09 06:12:38.000000 UTC
744245,2022-07-09 06:38:54.000000 UTC
744246,2022-07-09 06:40:35.000000 UTC
744247,2022-07-09 07:08:39.000000 UTC
744248,2022-07-09 07:38:13.000000 UTC
744249,2022-07-09 08:00:37.000000 UTC
744250,2022-07-09 08:05:08.000000 UTC
744251,2022-07-09 08:26:33.000000 UTC
744252,2022-07-09 08:35:11.000000 UTC
744253,2022-07-09 08:37:17.000000 UTC
744254,2022-07-09 08:38:57.000000 UTC
744255,2022-07-09 08:57:13.000000 UTC
744256,2022-07-09 09:09:23.000000 UTC
744257,2022-07-09 09:19:04.000000 UTC
744258,2022-07-09 09:27:24.000000 UTC
744259,2022-07-09 09:43:35.000000 UTC
744260,2022-07-09 10:14:28.000000 UTC
744261,2022-07-09 10:16:58.000000 UTC
744262,2022-07-09 10:17:39.000000 UTC
744263,2022-07-09 10:21:19.000000 UTC
744264,2022-07-09 10:33:57.000000 UTC
744265,2022-07-09 10:54:25.000000 UTC
744266,2022-07-09 11:02:07.000000 UTC
744267,2022-07-09 11:03:09.000000 UTC
744268,2022-07-09 11:12:11.000000 UTC
744269,2022-07-09 11:22:54.000000 UTC
744270,2022-07-09 11:25:47.000000 UTC
744271,2022-07-09 11:30:26.000000 UTC
744272,2022-07-09 11:30:35.000000 UTC
744273,2022-07-09 11:37:25.000000 UTC
744274,2022-07-09 11:40:13.000000 UTC
744275,2022-07-09 11:54:17.000000 UTC
744276,2022-07-09 11:59:25.000000 UTC
744277,2022-07-09 12:00:09.000000 UTC
744278,2022-07-09 12:14:07.000000 UTC
744279,2022-07-09 12:32:54.000000 UTC
744280,2022-07-09 12:44:40.000000 UTC
744281,2022-07-09 12:51:18.000000 UTC
744282,2022-07-09 13:10:48.000000 UTC
744283,2022-07-09 13:38:09.000000 UTC
744284,2022-07-09 13:47:32.000000 UTC
744285,2022-07-09 13:53:41.000000 UTC
744286,2022-07-09 14:27:47.000000 UTC
744287,2022-07-09 15:19:31.000000 UTC
744288,2022-07-09 15:47:11.000000 UTC
744289,2022-07-09 16:01:04.000000 UTC
744290,2022-07-09 16:02:59.000000 UTC
744291,2022-07-09 16:36:18.000000 UTC
744292,2022-07-09 16:58:03.000000 UTC
744293,2022-07-09 17:08:38.000000 UTC
744294,2022-07-09 17:26:14.000000 UTC
744295,2022-07-09 17:26:56.000000 UTC
744296,2022-07-09 17:28:04.000000 UTC
744297,2022-07-09 17:53:49.000000 UTC
744298,2022-07-09 18:01:01.000000 UTC
744299,2022-07-09 18:06:55.000000 UTC
744300,2022-07-09 18:08:42.000000 UTC
744301,2022-07-09 18:11:30.000000 UTC
744302,2022-07-09 18:15:51.000000 UTC
744303,2022-07-09 18:38:11.000000 UTC
744304,2022-07-09 18:42:03.000000 UTC
744305,2022-07-09 18:51:26.000000 UTC
744306,2022-07-09 19:02:20.000000 UTC
744307,2022-07-09 19:02:43.000000 UTC
744308,2022-07-09 19:05:12.000000 UTC
744309,2022-07-09 19:07:10.000000 UTC
744310,2022-07-09 19:07:43.000000 UTC
744311,2022-07-09 19:08:49.000000 UTC
744312,2022-07-09 19:21:53.000000 UTC
744313,2022-07-09 19:28:30.000000 UTC
744314,2022-07-09 19:30:33.000000 UTC
744315,2022-07-09 20:13:26.000000 UTC
744316,2022-07-09 20:26:26.000000 UTC
744317,2022-07-09 20:28:50.000000 UTC
744318,2022-07-09 20:31:55.000000 UTC
744319,2022-07-09 20:33:58.000000 UTC
744320,2022-07-09 20:46:55.000000 UTC
744321,2022-07-09 20:47:35.000000 UTC
744322,2022-07-09 21:21:30.000000 UTC
744323,2022-07-09 21:31:04.000000 UTC
744324,2022-07-09 21:51:21.000000 UTC
744325,2022-07-09 22:00:07.000000 UTC
744326,2022-07-09 22:18:28.000000 UTC
744327,2022-07-09 22:25:14.000000 UTC
744328,2022-07-09 22:33:25.000000 UTC
744329,2022-07-09 22:36:52.000000 UTC
744330,2022-07-09 22:37:15.000000 UTC
744331,2022-07-09 22:38:59.000000 UTC
744332,2022-07-09 22:40:55.000000 UTC
744333,2022-07-09 22:42:31.000000 UTC
744334,2022-07-09 22:47:26.000000 UTC
744335,2022-07-09 23:07:15.000000 UTC
744336,2022-07-09 23:09:07.000000 UTC
744337,2022-07-09 23:27:08.000000 UTC
744338,2022-07-09 23:30:21.000000 UTC
744339,2022-07-09 23:54:57.000000 UTC
744340,2022-07-09 23:56:41.000000 UTC
744341,2022-07-09 23:58:36.000000 UTC
744342,2022-07-10 00:21:26.000000 UTC
744343,2022-07-10 00:36:16.000000 UTC
744344,2022-07-10 00:42:04.000000 UTC
744345,2022-07-10 00:44:19.000000 UTC
744346,2022-07-10 00:54:49.000000 UTC
744347,2022-07-10 00:58:22.000000 UTC
744348,2022-07-10 00:59:21.000000 UTC
744349,2022-07-10 01:09:16.000000 UTC
744350,2022-07-10 01:09:45.000000 UTC
744351,2022-07-10 01:22:34.000000 UTC
744352,2022-07-10 01:23:16.000000 UTC
744353,2022-07-10 01:24:32.000000 UTC
744354,2022-07-10 01:27:25.000000 UTC
744355,2022-07-10 02:02:19.000000 UTC
744356,2022-07-10 02:08:48.000000 UTC
744357,2022-07-10 02:13:03.000000 UTC
744358,2022-07-10 02:14:41.000000 UTC
744359,2022-07-10 02:15:42.000000 UTC
744360,2022-07-10 02:16:07.000000 UTC
744361,2022-07-10 02:16:34.000000 UTC
744362,2022-07-10 02:18:44.000000 UTC
744363,2022-07-10 02:29:38.000000 UTC
744364,2022-07-10 02:35:12.000000 UTC
744365,2022-07-10 02:35:56.000000 UTC
744366,2022-07-10 02:37:46.000000 UTC
744367,2022-07-10 02:54:42.000000 UTC
744368,2022-07-10 02:56:59.000000 UTC
744369,2022-07-10 03:08:44.000000 UTC
744370,2022-07-10 03:18:42.000000 UTC
744371,2022-07-10 03:19:26.000000 UTC
744372,2022-07-10 03:26:48.000000 UTC
744373,2022-07-10 03:34:44.000000 UTC
744374,2022-07-10 03:39:38.000000 UTC
744375,2022-07-10 03:40:05.000000 UTC
744376,2022-07-10 03:56:09.000000 UTC
744377,2022-07-10 04:00:32.000000 UTC
744378,2022-07-10 04:02:41.000000 UTC
744379,2022-07-10 04:10:00.000000 UTC
744380,2022-07-10 04:12:36.000000 UTC
744381,2022-07-10 04:20:40.000000 UTC
744382,2022-07-10 04:22:28.000000 UTC
744383,2022-07-10 04:30:31.000000 UTC
744384,2022-07-10 04:39:45.000000 UTC
744385,2022-07-10 04:43:23.000000 UTC
744386,2022-07-10 04:56:25.000000 UTC
744387,2022-07-10 05:23:49.000000 UTC
744388,2022-07-10 05:31:04.000000 UTC
744389,2022-07-10 05:31:30.000000 UTC
744390,2022-07-10 05:39:48.000000 UTC
744391,2022-07-10 06:05:45.000000 UTC
744392,2022-07-10 06:34:37.000000 UTC
744393,2022-07-10 06:52:57.000000 UTC
744394,2022-07-10 07:10:27.000000 UTC
744395,2022-07-10 07:16:49.000000 UTC
744396,2022-07-10 07:26:30.000000 UTC
744397,2022-07-10 07:29:19.000000 UTC
744398,2022-07-10 07:34:17.000000 UTC
744399,2022-07-10 07:36:16.000000 UTC
744400,2022-07-10 07:37:41.000000 UTC
744401,2022-07-10 07:40:29.000000 UTC
744402,2022-07-10 07:47:00.000000 UTC
744403,2022-07-10 08:04:06.000000 UTC
744404,2022-07-10 08:08:54.000000 UTC
744405,2022-07-10 08:23:14.000000 UTC
744406,2022-07-10 08:38:03.000000 UTC
744407,2022-07-10 08:48:41.000000 UTC
744408,2022-07-10 08:57:35.000000 UTC
744409,2022-07-10 09:02:35.000000 UTC
744410,2022-07-10 09:21:38.000000 UTC
744411,2022-07-10 09:33:35.000000 UTC
744412,2022-07-10 09:50:52.000000 UTC
744413,2022-07-10 09:51:58.000000 UTC
744414,2022-07-10 09:56:50.000000 UTC
744415,2022-07-10 10:05:20.000000 UTC
744416,2022-07-10 10:32:06.000000 UTC
744417,2022-07-10 10:40:31.000000 UTC
744418,2022-07-10 11:41:51.000000 UTC
744419,2022-07-10 11:49:38.000000 UTC
744420,2022-07-10 11:52:37.000000 UTC
744421,2022-07-10 12:03:36.000000 UTC
744422,2022-07-10 12:07:09.000000 UTC
744423,2022-07-10 12:12:59.000000 UTC
744424,2022-07-10 12:19:40.000000 UTC
744425,2022-07-10 12:23:00.000000 UTC
744426,2022-07-10 12:34:30.000000 UTC
744427,2022-07-10 12:36:15.000000 UTC
744428,2022-07-10 12:42:31.000000 UTC
744429,2022-07-10 12:42:39.000000 UTC
744430,2022-07-10 12:45:36.000000 UTC
744431,2022-07-10 12:47:42.000000 UTC
744432,2022-07-10 12:51:41.000000 UTC
744433,2022-07-10 12:57:53.000000 UTC
744434,2022-07-10 13:22:12.000000 UTC
744435,2022-07-10 13:31:52.000000 UTC
744436,2022-07-10 13:44:53.000000 UTC
744437,2022-07-10 13:53:23.000000 UTC
744438,2022-07-10 14:15:44.000000 UTC
744439,2022-07-10 14:21:13.000000 UTC
744440,2022-07-10 14:21:43.000000 UTC
744441,2022-07-10 14:32:45.000000 UTC
744442,2022-07-10 14:33:11.000000 UTC
744443,2022-07-10 14:36:32.000000 UTC
744444,2022-07-10 14:47:41.000000 UTC
744445,2022-07-10 14:49:29.000000 UTC
744446,2022-07-10 15:19:44.000000 UTC
744447,2022-07-10 15:36:25.000000 UTC
744448,2022-07-10 15:39:19.000000 UTC
744449,2022-07-10 15:57:38.000000 UTC
744450,2022-07-10 16:01:24.000000 UTC
744451,2022-07-10 16:02:47.000000 UTC
744452,2022-07-10 16:02:19.000000 UTC
744453,2022-07-10 16:09:05.000000 UTC
744454,2022-07-10 16:17:00.000000 UTC
744455,2022-07-10 16:18:05.000000 UTC
744456,2022-07-10 16:26:10.000000 UTC
744457,2022-07-10 16:36:49.000000 UTC
744458,2022-07-10 16:40:23.000000 UTC
744459,2022-07-10 16:46:49.000000 UTC
744460,2022-07-10 16:53:41.000000 UTC
744461,2022-07-10 16:58:57.000000 UTC
744462,2022-07-10 17:35:45.000000 UTC
744463,2022-07-10 17:41:15.000000 UTC
744464,2022-07-10 17:55:03.000000 UTC
744465,2022-07-10 18:05:53.000000 UTC
744466,2022-07-10 18:22:57.000000 UTC
744467,2022-07-10 18:24:36.000000 UTC
744468,2022-07-10 18:30:20.000000 UTC
744469,2022-07-10 18:43:27.000000 UTC
744470,2022-07-10 18:45:57.000000 UTC
744471,2022-07-10 18:59:00.000000 UTC
744472,2022-07-10 19:02:35.000000 UTC
744473,2022-07-10 19:22:52.000000 UTC
744474,2022-07-10 19:29:36.000000 UTC
744475,2022-07-10 19:30:12.000000 UTC
744476,2022-07-10 19:36:00.000000 UTC
744477,2022-07-10 19:43:14.000000 UTC
744478,2022-07-10 19:59:10.000000 UTC
744479,2022-07-10 20:06:03.000000 UTC
744480,2022-07-10 20:24:23.000000 UTC
744481,2022-07-10 20:47:55.000000 UTC
744482,2022-07-10 21:04:45.000000 UTC
744483,2022-07-10 21:13:53.000000 UTC
744484,2022-07-10 21:26:16.000000 UTC
744485,2022-07-10 21:27:10.000000 UTC
744486,2022-07-10 21:27:43.000000 UTC
744487,2022-07-10 21:40:36.000000 UTC
744488,2022-07-10 21:57:27.000000 UTC
744489,2022-07-10 22:45:27.000000 UTC
744490,2022-07-10 22:46:09.000000 UTC
744491,2022-07-10 23:03:18.000000 UTC
744492,2022-07-10 23:18:27.000000 UTC
744493,2022-07-10 23:42:57.000000 UTC
744494,2022-07-10 23:45:12.000000 UTC
744495,2022-07-11 00:02:40.000000 UTC
744496,2022-07-11 00:08:42.000000 UTC
744497,2022-07-11 00:18:34.000000 UTC
744498,2022-07-11 00:26:52.000000 UTC
744499,2022-07-11 00:33:26.000000 UTC
744500,2022-07-11 00:56:40.000000 UTC
744501,2022-07-11 01:06:33.000000 UTC
744502,2022-07-11 01:26:03.000000 UTC
744503,2022-07-11 01:32:35.000000 UTC
744504,2022-07-11 01:35:34.000000 UTC
744505,2022-07-11 01:35:55.000000 UTC
744506,2022-07-11 01:45:57.000000 UTC
744507,2022-07-11 01:56:46.000000 UTC
744508,2022-07-11 02:16:48.000000 UTC
744509,2022-07-11 02:34:32.000000 UTC
744510,2022-07-11 02:38:30.000000 UTC
744511,2022-07-11 02:40:28.000000 UTC
744512,2022-07-11 02:46:48.000000 UTC
744513,2022-07-11 02:54:46.000000 UTC
744514,2022-07-11 03:05:31.000000 UTC
744515,2022-07-11 03:09:01.000000 UTC
744516,2022-07-11 03:30:59.000000 UTC
744517,2022-07-11 03:42:06.000000 UTC
744518,2022-07-11 03:54:19.000000 UTC
744519,2022-07-11 04:12:42.000000 UTC
744520,2022-07-11 04:19:16.000000 UTC
744521,2022-07-11 04:40:14.000000 UTC
744522,2022-07-11 04:57:12.000000 UTC
744523,2022-07-11 05:11:39.000000 UTC
744524,2022-07-11 05:13:09.000000 UTC
744525,2022-07-11 05:23:50.000000 UTC
744526,2022-07-11 05:59:05.000000 UTC
744527,2022-07-11 06:09:23.000000 UTC
744528,2022-07-11 06:31:32.000000 UTC
744529,2022-07-11 07:08:44.000000 UTC
744530,2022-07-11 07:09:24.000000 UTC
744531,2022-07-11 07:22:32.000000 UTC
744532,2022-07-11 07:27:35.000000 UTC
744533,2022-07-11 07:29:57.000000 UTC
744534,2022-07-11 07:49:20.000000 UTC
744535,2022-07-11 08:04:28.000000 UTC
744536,2022-07-11 08:18:14.000000 UTC
744537,2022-07-11 08:23:07.000000 UTC
744538,2022-07-11 08:23:32.000000 UTC
744539,2022-07-11 08:27:30.000000 UTC
744540,2022-07-11 08:57:38.000000 UTC
744541,2022-07-11 09:13:57.000000 UTC
744542,2022-07-11 09:20:52.000000 UTC
744543,2022-07-11 09:24:02.000000 UTC
744544,2022-07-11 09:44:42.000000 UTC
744545,2022-07-11 09:45:41.000000 UTC
744546,2022-07-11 09:48:25.000000 UTC
744547,2022-07-11 09:54:57.000000 UTC
744548,2022-07-11 10:00:11.000000 UTC
744549,2022-07-11 10:05:22.000000 UTC
744550,2022-07-11 10:07:09.000000 UTC
744551,2022-07-11 10:11:46.000000 UTC
744552,2022-07-11 10:21:34.000000 UTC
744553,2022-07-11 10:28:12.000000 UTC
744554,2022-07-11 10:57:17.000000 UTC
744555,2022-07-11 10:59:57.000000 UTC
744556,2022-07-11 11:06:42.000000 UTC
744557,2022-07-11 11:11:20.000000 UTC
744558,2022-07-11 11:30:41.000000 UTC
744559,2022-07-11 11:48:09.000000 UTC
744560,2022-07-11 11:50:07.000000 UTC
744561,2022-07-11 12:17:46.000000 UTC
744562,2022-07-11 12:22:13.000000 UTC
744563,2022-07-11 12:41:34.000000 UTC
744564,2022-07-11 12:47:54.000000 UTC
744565,2022-07-11 12:51:54.000000 UTC
744566,2022-07-11 13:02:03.000000 UTC
744567,2022-07-11 13:05:45.000000 UTC
744568,2022-07-11 13:25:19.000000 UTC
744569,2022-07-11 13:32:19.000000 UTC
744570,2022-07-11 13:49:20.000000 UTC
744571,2022-07-11 13:50:26.000000 UTC
744572,2022-07-11 14:20:47.000000 UTC
744573,2022-07-11 14:27:52.000000 UTC
744574,2022-07-11 14:32:24.000000 UTC
744575,2022-07-11 14:57:14.000000 UTC
744576,2022-07-11 15:08:46.000000 UTC
744577,2022-07-11 15:12:29.000000 UTC
744578,2022-07-11 15:18:33.000000 UTC
744579,2022-07-11 15:25:40.000000 UTC
744580,2022-07-11 15:37:37.000000 UTC
744581,2022-07-11 15:42:09.000000 UTC
744582,2022-07-11 15:51:16.000000 UTC
744583,2022-07-11 15:58:30.000000 UTC
744584,2022-07-11 16:04:44.000000 UTC
744585,2022-07-11 16:07:20.000000 UTC
744586,2022-07-11 16:09:01.000000 UTC
744587,2022-07-11 16:11:50.000000 UTC
744588,2022-07-11 16:14:46.000000 UTC
744589,2022-07-11 16:20:15.000000 UTC
744590,2022-07-11 16:22:01.000000 UTC
744591,2022-07-11 16:24:12.000000 UTC
744592,2022-07-11 16:59:34.000000 UTC
744593,2022-07-11 17:20:18.000000 UTC
744594,2022-07-11 17:20:44.000000 UTC
744595,2022-07-11 17:38:23.000000 UTC
744596,2022-07-11 17:51:01.000000 UTC
744597,2022-07-11 18:05:06.000000 UTC
744598,2022-07-11 18:06:10.000000 UTC
744599,2022-07-11 18:22:03.000000 UTC
744600,2022-07-11 18:50:52.000000 UTC
744601,2022-07-11 19:24:58.000000 UTC
744602,2022-07-11 20:01:22.000000 UTC
744603,2022-07-11 20:03:09.000000 UTC
744604,2022-07-11 20:04:47.000000 UTC
744605,2022-07-11 20:15:57.000000 UTC
744606,2022-07-11 20:20:54.000000 UTC
744607,2022-07-11 20:53:46.000000 UTC
744608,2022-07-11 21:12:50.000000 UTC
744609,2022-07-11 21:24:54.000000 UTC
744610,2022-07-11 21:30:27.000000 UTC
744611,2022-07-11 22:16:44.000000 UTC
744612,2022-07-11 22:18:29.000000 UTC
744613,2022-07-11 22:29:03.000000 UTC
744614,2022-07-11 23:21:32.000000 UTC
744615,2022-07-11 23:28:15.000000 UTC
744616,2022-07-11 23:38:05.000000 UTC
744617,2022-07-11 23:53:56.000000 UTC
744618,2022-07-12 00:03:12.000000 UTC
744619,2022-07-12 00:03:21.000000 UTC
744620,2022-07-12 00:08:56.000000 UTC
744621,2022-07-12 00:15:41.000000 UTC
744622,2022-07-12 00:30:11.000000 UTC
744623,2022-07-12 00:37:22.000000 UTC
744624,2022-07-12 00:37:36.000000 UTC
744625,2022-07-12 00:51:51.000000 UTC
744626,2022-07-12 01:22:22.000000 UTC
744627,2022-07-12 01:29:37.000000 UTC
744628,2022-07-12 01:55:52.000000 UTC
744629,2022-07-12 01:58:26.000000 UTC
744630,2022-07-12 02:03:14.000000 UTC
744631,2022-07-12 02:08:41.000000 UTC
744632,2022-07-12 02:08:48.000000 UTC
744633,2022-07-12 02:11:28.000000 UTC
744634,2022-07-12 02:16:52.000000 UTC
744635,2022-07-12 02:22:42.000000 UTC
744636,2022-07-12 02:29:17.000000 UTC
744637,2022-07-12 02:40:15.000000 UTC
744638,2022-07-12 02:46:17.000000 UTC
744639,2022-07-12 03:10:48.000000 UTC
744640,2022-07-12 03:12:23.000000 UTC
744641,2022-07-12 03:14:49.000000 UTC
744642,2022-07-12 03:18:53.000000 UTC
744643,2022-07-12 03:22:54.000000 UTC
744644,2022-07-12 03:30:54.000000 UTC
744645,2022-07-12 03:34:48.000000 UTC
744646,2022-07-12 03:55:58.000000 UTC
744647,2022-07-12 03:59:26.000000 UTC
744648,2022-07-12 04:14:43.000000 UTC
744649,2022-07-12 04:22:44.000000 UTC
744650,2022-07-12 04:25:31.000000 UTC
744651,2022-07-12 04:28:04.000000 UTC
744652,2022-07-12 04:34:59.000000 UTC
744653,2022-07-12 04:46:36.000000 UTC
744654,2022-07-12 04:59:20.000000 UTC
744655,2022-07-12 05:09:29.000000 UTC
744656,2022-07-12 05:16:19.000000 UTC
744657,2022-07-12 05:21:29.000000 UTC
744658,2022-07-12 05:23:44.000000 UTC
744659,2022-07-12 05:29:11.000000 UTC
744660,2022-07-12 05:29:32.000000 UTC
744661,2022-07-12 05:32:55.000000 UTC
744662,2022-07-12 05:46:54.000000 UTC
744663,2022-07-12 05:52:22.000000 UTC
744664,2022-07-12 05:59:55.000000 UTC
744665,2022-07-12 06:01:00.000000 UTC
744666,2022-07-12 06:11:14.000000 UTC
744667,2022-07-12 06:17:57.000000 UTC
744668,2022-07-12 06:49:15.000000 UTC
744669,2022-07-12 06:48:42.000000 UTC
744670,2022-07-12 07:01:23.000000 UTC
744671,2022-07-12 07:16:59.000000 UTC
744672,2022-07-12 07:23:09.000000 UTC
744673,2022-07-12 07:37:00.000000 UTC
744674,2022-07-12 07:40:59.000000 UTC
744675,2022-07-12 08:01:53.000000 UTC
744676,2022-07-12 08:16:39.000000 UTC
744677,2022-07-12 08:21:31.000000 UTC
744678,2022-07-12 08:21:47.000000 UTC
744679,2022-07-12 08:32:09.000000 UTC
744680,2022-07-12 08:46:58.000000 UTC
744681,2022-07-12 08:49:39.000000 UTC
744682,2022-07-12 08:55:49.000000 UTC
744683,2022-07-12 09:06:32.000000 UTC
744684,2022-07-12 09:11:46.000000 UTC
744685,2022-07-12 09:18:00.000000 UTC
744686,2022-07-12 09:18:52.000000 UTC
744687,2022-07-12 09:27:34.000000 UTC
744688,2022-07-12 09:36:55.000000 UTC
744689,2022-07-12 09:50:17.000000 UTC
744690,2022-07-12 10:00:46.000000 UTC
744691,2022-07-12 10:21:06.000000 UTC
744692,2022-07-12 10:35:57.000000 UTC
744693,2022-07-12 10:48:57.000000 UTC
744694,2022-07-12 10:54:47.000000 UTC
744695,2022-07-12 11:05:34.000000 UTC
744696,2022-07-12 11:06:56.000000 UTC
744697,2022-07-12 11:20:19.000000 UTC
744698,2022-07-12 11:22:29.000000 UTC
744699,2022-07-12 11:39:03.000000 UTC
744700,2022-07-12 12:11:23.000000 UTC
744701,2022-07-12 12:14:49.000000 UTC
744702,2022-07-12 12:21:20.000000 UTC
744703,2022-07-12 12:42:59.000000 UTC
744704,2022-07-12 13:24:20.000000 UTC
744705,2022-07-12 13:30:20.000000 UTC
744706,2022-07-12 13:47:34.000000 UTC
744707,2022-07-12 13:50:07.000000 UTC
744708,2022-07-12 13:56:20.000000 UTC
744709,2022-07-12 14:08:50.000000 UTC
744710,2022-07-12 14:29:13.000000 UTC
744711,2022-07-12 14:34:29.000000 UTC
744712,2022-07-12 14:36:08.000000 UTC
744713,2022-07-12 14:41:11.000000 UTC
744714,2022-07-12 14:50:26.000000 UTC
744715,2022-07-12 14:52:21.000000 UTC
744716,2022-07-12 14:57:22.000000 UTC
744717,2022-07-12 15:20:32.000000 UTC
744718,2022-07-12 15:26:13.000000 UTC
744719,2022-07-12 15:37:45.000000 UTC
744720,2022-07-12 15:46:05.000000 UTC
744721,2022-07-12 15:53:19.000000 UTC
744722,2022-07-12 15:55:37.000000 UTC
744723,2022-07-12 16:09:10.000000 UTC
744724,2022-07-12 16:22:45.000000 UTC
744725,2022-07-12 16:47:32.000000 UTC
744726,2022-07-12 16:51:20.000000 UTC
744727,2022-07-12 17:14:46.000000 UTC
744728,2022-07-12 17:19:29.000000 UTC
744729,2022-07-12 17:32:05.000000 UTC
744730,2022-07-12 17:39:30.000000 UTC
744731,2022-07-12 17:46:15.000000 UTC
744732,2022-07-12 17:50:23.000000 UTC
744733,2022-07-12 17:53:52.000000 UTC
744734,2022-07-12 17:54:51.000000 UTC
744735,2022-07-12 18:03:46.000000 UTC
744736,2022-07-12 18:05:47.000000 UTC
744737,2022-07-12 18:06:09.000000 UTC
744738,2022-07-12 18:12:10.000000 UTC
744739,2022-07-12 19:00:07.000000 UTC
744740,2022-07-12 19:02:24.000000 UTC
744741,2022-07-12 19:05:37.000000 UTC
744742,2022-07-12 19:07:04.000000 UTC
744743,2022-07-12 19:11:12.000000 UTC
744744,2022-07-12 19:21:09.000000 UTC
744745,2022-07-12 19:25:01.000000 UTC
744746,2022-07-12 19:33:54.000000 UTC
744747,2022-07-12 19:53:18.000000 UTC
744748,2022-07-12 20:06:08.000000 UTC
744749,2022-07-12 20:20:17.000000 UTC
744750,2022-07-12 20:20:48.000000 UTC
744751,2022-07-12 20:25:35.000000 UTC
744752,2022-07-12 20:38:34.000000 UTC
744753,2022-07-12 20:58:57.000000 UTC
744754,2022-07-12 21:15:30.000000 UTC
744755,2022-07-12 21:27:53.000000 UTC
744756,2022-07-12 21:30:40.000000 UTC
744757,2022-07-12 21:47:44.000000 UTC
744758,2022-07-12 22:05:02.000000 UTC
744759,2022-07-12 22:06:42.000000 UTC
744760,2022-07-12 22:13:29.000000 UTC
744761,2022-07-12 22:55:59.000000 UTC
744762,2022-07-12 22:59:27.000000 UTC
744763,2022-07-12 23:03:34.000000 UTC
744764,2022-07-12 23:16:19.000000 UTC
744765,2022-07-12 23:18:54.000000 UTC
744766,2022-07-12 23:31:31.000000 UTC
744767,2022-07-12 23:38:28.000000 UTC
744768,2022-07-12 23:48:38.000000 UTC
744769,2022-07-13 00:01:34.000000 UTC
744770,2022-07-13 00:10:40.000000 UTC
744771,2022-07-13 00:26:12.000000 UTC
744772,2022-07-13 01:02:04.000000 UTC
744773,2022-07-13 01:14:19.000000 UTC
744774,2022-07-13 01:16:06.000000 UTC
744775,2022-07-13 01:21:15.000000 UTC
744776,2022-07-13 01:44:54.000000 UTC
744777,2022-07-13 02:08:31.000000 UTC
744778,2022-07-13 02:24:47.000000 UTC
744779,2022-07-13 02:29:27.000000 UTC
744780,2022-07-13 02:32:17.000000 UTC
744781,2022-07-13 03:00:12.000000 UTC
744782,2022-07-13 03:09:35.000000 UTC
744783,2022-07-13 03:19:22.000000 UTC
744784,2022-07-13 03:23:21.000000 UTC
744785,2022-07-13 03:48:02.000000 UTC
744786,2022-07-13 03:51:44.000000 UTC
744787,2022-07-13 04:16:03.000000 UTC
744788,2022-07-13 04:32:40.000000 UTC
744789,2022-07-13 04:34:17.000000 UTC
744790,2022-07-13 04:49:11.000000 UTC
744791,2022-07-13 04:59:24.000000 UTC
744792,2022-07-13 05:01:19.000000 UTC
744793,2022-07-13 05:08:49.000000 UTC
744794,2022-07-13 05:12:36.000000 UTC
744795,2022-07-13 05:30:40.000000 UTC
744796,2022-07-13 05:47:29.000000 UTC
744797,2022-07-13 06:04:58.000000 UTC
744798,2022-07-13 06:07:44.000000 UTC
744799,2022-07-13 06:28:50.000000 UTC
744800,2022-07-13 06:46:11.000000 UTC
744801,2022-07-13 07:00:03.000000 UTC
744802,2022-07-13 07:09:59.000000 UTC
744803,2022-07-13 07:10:10.000000 UTC
744804,2022-07-13 07:23:12.000000 UTC
744805,2022-07-13 07:36:02.000000 UTC
744806,2022-07-13 07:38:01.000000 UTC
744807,2022-07-13 08:06:20.000000 UTC
744808,2022-07-13 08:09:39.000000 UTC
744809,2022-07-13 08:15:54.000000 UTC
744810,2022-07-13 08:21:46.000000 UTC
744811,2022-07-13 08:24:28.000000 UTC
744812,2022-07-13 08:40:34.000000 UTC
744813,2022-07-13 08:47:37.000000 UTC
744814,2022-07-13 08:56:27.000000 UTC
744815,2022-07-13 09:16:53.000000 UTC
744816,2022-07-13 09:20:13.000000 UTC
744817,2022-07-13 09:22:42.000000 UTC
744818,2022-07-13 09:25:56.000000 UTC
744819,2022-07-13 09:26:43.000000 UTC
744820,2022-07-13 09:27:02.000000 UTC
744821,2022-07-13 09:39:54.000000 UTC
744822,2022-07-13 10:00:22.000000 UTC
744823,2022-07-13 10:19:37.000000 UTC
744824,2022-07-13 10:29:27.000000 UTC
744825,2022-07-13 11:30:23.000000 UTC
744826,2022-07-13 11:44:05.000000 UTC
