Date,Hour,Quarter,ERCOT Hub Average Price
06/23/2022,24,1,59.16
06/23/2022,24,2,57.27
06/23/2022,24,3,53.19
06/23/2022,24,4,49.17
06/24/2022,1,1,42.39
06/24/2022,1,2,40.73
06/24/2022,1,3,39.60
06/24/2022,1,4,39.26
06/24/2022,2,1,39.89
06/24/2022,2,2,39.53
06/24/2022,2,3,38.10
06/24/2022,2,4,36.73
06/24/2022,3,1,36.88
06/24/2022,3,2,35.75
06/24/2022,3,3,33.70
06/24/2022,3,4,33.28
06/24/2022,4,1,33.29
06/24/2022,4,2,33.25
06/24/2022,4,3,33.16
06/24/2022,4,4,32.38
06/24/2022,5,1,32.38
06/24/2022,5,2,32.64
06/24/2022,5,3,32.35
06/24/2022,5,4,31.67
06/24/2022,6,1,32.08
06/24/2022,6,2,32.92
06/24/2022,6,3,33.59
06/24/2022,6,4,33.77
06/24/2022,7,1,34.86
06/24/2022,7,2,34.76
06/24/2022,7,3,34.79
06/24/2022,7,4,34.58
06/24/2022,8,1,35.98
06/24/2022,8,2,35.76
06/24/2022,8,3,35.36
06/24/2022,8,4,34.66
06/24/2022,9,1,37.33
06/24/2022,9,2,38.76
06/24/2022,9,3,38.19
06/24/2022,9,4,36.42
06/24/2022,10,1,36.66
06/24/2022,10,2,37.57
06/24/2022,10,3,37.51
06/24/2022,10,4,37.20
06/24/2022,11,1,40.21
06/24/2022,11,2,42.49
06/24/2022,11,3,45.53
06/24/2022,11,4,48.01
06/24/2022,12,1,54.86
06/24/2022,12,2,55.78
06/24/2022,12,3,60.71
06/24/2022,12,4,61.65
06/24/2022,13,1,59.55
06/24/2022,13,2,63.64
06/24/2022,13,3,68.62
06/24/2022,13,4,73.76
06/24/2022,14,1,71.56
06/24/2022,14,2,75.03
06/24/2022,14,3,77.89
06/24/2022,14,4,79.57
06/24/2022,15,1,74.34
06/24/2022,15,2,85.85
06/24/2022,15,3,125.08
06/24/2022,15,4,98.98
06/24/2022,16,1,80.02
06/24/2022,16,2,84.51
06/24/2022,16,3,78.95
06/24/2022,16,4,87.42
06/24/2022,17,1,79.15
06/24/2022,17,2,81.46
06/24/2022,17,3,90.31
06/24/2022,17,4,83.92
06/24/2022,18,1,73.47
06/24/2022,18,2,74.12
06/24/2022,18,3,74.67
06/24/2022,18,4,84.55
06/24/2022,19,1,75.29
06/24/2022,19,2,79.01
06/24/2022,19,3,80.99
06/24/2022,19,4,82.29
06/24/2022,20,1,79.64
06/24/2022,20,2,83.13
06/24/2022,20,3,117.56
06/24/2022,20,4,89.17
06/24/2022,21,1,117.69
06/24/2022,21,2,126.14
06/24/2022,21,3,77.44
06/24/2022,21,4,74.71
06/24/2022,22,1,67.80
06/24/2022,22,2,67.93
06/24/2022,22,3,60.98
06/24/2022,22,4,59.38
06/24/2022,23,1,61.18
06/24/2022,23,2,61.11
06/24/2022,23,3,59.26
06/24/2022,23,4,54.92
06/24/2022,24,1,55.52
06/24/2022,24,2,54.95
06/24/2022,24,3,46.16
06/24/2022,24,4,42.35
06/25/2022,1,1,39.14
06/25/2022,1,2,38.51
06/25/2022,1,3,38.67
06/25/2022,1,4,38.25
06/25/2022,2,1,38.05
06/25/2022,2,2,38.03
06/25/2022,2,3,36.17
06/25/2022,2,4,35.77
06/25/2022,3,1,37.18
06/25/2022,3,2,37.61
06/25/2022,3,3,36.71
06/25/2022,3,4,36.26
06/25/2022,4,1,35.81
06/25/2022,4,2,36.15
06/25/2022,4,3,35.56
06/25/2022,4,4,34
06/25/2022,5,1,34.30
06/25/2022,5,2,33.97
06/25/2022,5,3,32.84
06/25/2022,5,4,30.98
06/25/2022,6,1,30.25
06/25/2022,6,2,31.93
06/25/2022,6,3,31.97
06/25/2022,6,4,31.38
06/25/2022,7,1,31.03
06/25/2022,7,2,31.08
06/25/2022,7,3,30.85
06/25/2022,7,4,30.92
06/25/2022,8,1,31.35
06/25/2022,8,2,31.34
06/25/2022,8,3,32.54
06/25/2022,8,4,35.06
06/25/2022,9,1,36.19
06/25/2022,9,2,36.43
06/25/2022,9,3,35.50
06/25/2022,9,4,31.36
06/25/2022,10,1,29.22
06/25/2022,10,2,29.85
06/25/2022,10,3,31.22
06/25/2022,10,4,31.94
06/25/2022,11,1,34.36
06/25/2022,11,2,36.86
06/25/2022,11,3,39.96
06/25/2022,11,4,44.98
06/25/2022,12,1,51.76
06/25/2022,12,2,61.64
06/25/2022,12,3,63.64
06/25/2022,12,4,66.89
06/25/2022,13,1,64.88
06/25/2022,13,2,66.81
06/25/2022,13,3,81.38
06/25/2022,13,4,81.13
06/25/2022,14,1,75.02
06/25/2022,14,2,87.24
06/25/2022,14,3,80.61
06/25/2022,14,4,113.65
06/25/2022,15,1,109.85
06/25/2022,15,2,144.15
06/25/2022,15,3,88.39
06/25/2022,15,4,84.24
06/25/2022,16,1,89.12
06/25/2022,16,2,91.04
06/25/2022,16,3,102.38
06/25/2022,16,4,143.01
06/25/2022,17,1,164.18
06/25/2022,17,2,110.40
06/25/2022,17,3,131.18
06/25/2022,17,4,90.57
06/25/2022,18,1,91.09
06/25/2022,18,2,100.34
06/25/2022,18,3,96.98
06/25/2022,18,4,81.22
06/25/2022,19,1,99.01
06/25/2022,19,2,82.06
06/25/2022,19,3,80.25
06/25/2022,19,4,80.95
06/25/2022,20,1,82.01
06/25/2022,20,2,98.17
06/25/2022,20,3,97.63
06/25/2022,20,4,93.32
06/25/2022,21,1,110.20
06/25/2022,21,2,104.49
06/25/2022,21,3,87.52
06/25/2022,21,4,76.10
06/25/2022,22,1,69.38
06/25/2022,22,2,67.19
06/25/2022,22,3,64.44
06/25/2022,22,4,58.22
06/25/2022,23,1,58.03
06/25/2022,23,2,55.91
06/25/2022,23,3,50.24
06/25/2022,23,4,46.20
06/25/2022,24,1,46.07
06/25/2022,24,2,44.50
06/25/2022,24,3,42.94
06/25/2022,24,4,40.37
06/26/2022,1,1,40.85
06/26/2022,1,2,40.47
06/26/2022,1,3,39.55
06/26/2022,1,4,38.38
06/26/2022,2,1,39.25
06/26/2022,2,2,39.59
06/26/2022,2,3,38.67
06/26/2022,2,4,37.59
06/26/2022,3,1,38.23
06/26/2022,3,2,38.08
06/26/2022,3,3,38.03
06/26/2022,3,4,37.32
06/26/2022,4,1,37.58
06/26/2022,4,2,36.94
06/26/2022,4,3,36.61
06/26/2022,4,4,36.77
06/26/2022,5,1,36.99
06/26/2022,5,2,36.86
06/26/2022,5,3,37.24
06/26/2022,5,4,38.48
06/26/2022,6,1,39.12
06/26/2022,6,2,39.29
06/26/2022,6,3,42.41
06/26/2022,6,4,41.99
06/26/2022,7,1,40.63
06/26/2022,7,2,39.75
06/26/2022,7,3,39.76
06/26/2022,7,4,39.21
06/26/2022,8,1,38.65
06/26/2022,8,2,38.23
06/26/2022,8,3,37.94
06/26/2022,8,4,37.33
06/26/2022,9,1,36.71
06/26/2022,9,2,35.44
06/26/2022,9,3,33.95
06/26/2022,9,4,33.53
06/26/2022,10,1,34.14
06/26/2022,10,2,34.26
06/26/2022,10,3,35.72
06/26/2022,10,4,36.59
06/26/2022,11,1,36.91
06/26/2022,11,2,38.70
06/26/2022,11,3,42.17
06/26/2022,11,4,45.49
06/26/2022,12,1,50.97
06/26/2022,12,2,52.31
06/26/2022,12,3,54.95
06/26/2022,12,4,55.68
06/26/2022,13,1,57.64
06/26/2022,13,2,60.41
06/26/2022,13,3,61.62
06/26/2022,13,4,63.08
06/26/2022,14,1,65.94
06/26/2022,14,2,74.55
06/26/2022,14,3,74.63
06/26/2022,14,4,75
06/26/2022,15,1,74.82
06/26/2022,15,2,73.74
06/26/2022,15,3,74.70
06/26/2022,15,4,75.74
06/26/2022,16,1,74.21
06/26/2022,16,2,77.60
06/26/2022,16,3,70.17
06/26/2022,16,4,153.58
06/26/2022,17,1,68.55
06/26/2022,17,2,77.29
06/26/2022,17,3,73.10
06/26/2022,17,4,71.22
06/26/2022,18,1,70.50
06/26/2022,18,2,75.27
06/26/2022,18,3,69.21
06/26/2022,18,4,70.17
06/26/2022,19,1,65.78
06/26/2022,19,2,70.64
06/26/2022,19,3,70.11
06/26/2022,19,4,59.41
06/26/2022,20,1,58.47
06/26/2022,20,2,64.31
06/26/2022,20,3,63.87
06/26/2022,20,4,67.87
06/26/2022,21,1,61.81
06/26/2022,21,2,88.04
06/26/2022,21,3,74.34
06/26/2022,21,4,85.29
06/26/2022,22,1,61.15
06/26/2022,22,2,63.88
06/26/2022,22,3,64.18
06/26/2022,22,4,57.90
06/26/2022,23,1,58.44
06/26/2022,23,2,58.68
06/26/2022,23,3,56.84
06/26/2022,23,4,54.87
06/26/2022,24,1,57.23
06/26/2022,24,2,58.27
06/26/2022,24,3,53.53
06/26/2022,24,4,54.28
06/27/2022,1,1,55.29
06/27/2022,1,2,59.95
06/27/2022,1,3,56.53
06/27/2022,1,4,56.18
06/27/2022,2,1,55.19
06/27/2022,2,2,56.26
06/27/2022,2,3,56.32
06/27/2022,2,4,56.03
06/27/2022,3,1,54.90
06/27/2022,3,2,54.53
06/27/2022,3,3,51.49
06/27/2022,3,4,52.38
06/27/2022,4,1,49.83
06/27/2022,4,2,52.96
06/27/2022,4,3,49.94
06/27/2022,4,4,48.22
06/27/2022,5,1,54.35
06/27/2022,5,2,54.46
06/27/2022,5,3,54.12
06/27/2022,5,4,49.88
06/27/2022,6,1,51.46
06/27/2022,6,2,47.65
06/27/2022,6,3,48.44
06/27/2022,6,4,42.35
06/27/2022,7,1,42.27
06/27/2022,7,2,43.17
06/27/2022,7,3,43.34
06/27/2022,7,4,44.12
06/27/2022,8,1,44.74
06/27/2022,8,2,46.40
06/27/2022,8,3,47.24
06/27/2022,8,4,47.45
06/27/2022,9,1,46.49
06/27/2022,9,2,44.97
06/27/2022,9,3,42.97
06/27/2022,9,4,43.23
06/27/2022,10,1,45.32
06/27/2022,10,2,49.48
06/27/2022,10,3,51.67
06/27/2022,10,4,54.62
06/27/2022,11,1,56.08
06/27/2022,11,2,58.47
06/27/2022,11,3,59.51
06/27/2022,11,4,61.15
06/27/2022,12,1,61.48
06/27/2022,12,2,71.90
06/27/2022,12,3,72.85
06/27/2022,12,4,75.40
06/27/2022,13,1,74.58
06/27/2022,13,2,75.25
06/27/2022,13,3,75.02
06/27/2022,13,4,120
06/27/2022,14,1,195.56
06/27/2022,14,2,94.93
06/27/2022,14,3,97.46
06/27/2022,14,4,140.77
06/27/2022,15,1,110.91
06/27/2022,15,2,126.47
06/27/2022,15,3,151.42
06/27/2022,15,4,144.81
06/27/2022,16,1,88.12
06/27/2022,16,2,83.64
06/27/2022,16,3,82.20
06/27/2022,16,4,82.26
06/27/2022,17,1,81.31
06/27/2022,17,2,74.49
06/27/2022,17,3,73.07
06/27/2022,17,4,72.49
06/27/2022,18,1,67.66
06/27/2022,18,2,64.35
06/27/2022,18,3,61.46
06/27/2022,18,4,59.56
06/27/2022,19,1,57.91
06/27/2022,19,2,59.07
06/27/2022,19,3,60.14
06/27/2022,19,4,59.02
06/27/2022,20,1,57.91
06/27/2022,20,2,58.19
06/27/2022,20,3,57.66
06/27/2022,20,4,57.14
06/27/2022,21,1,57.10
06/27/2022,21,2,59.25
06/27/2022,21,3,60.45
06/27/2022,21,4,59.89
06/27/2022,22,1,57.97
06/27/2022,22,2,58.25
06/27/2022,22,3,56.93
06/27/2022,22,4,54.97
06/27/2022,23,1,56.56
06/27/2022,23,2,54.73
06/27/2022,23,3,54.34
06/27/2022,23,4,54.62
06/27/2022,24,1,57.08
06/27/2022,24,2,56.86
06/27/2022,24,3,55.01
06/27/2022,24,4,56.35
06/28/2022,1,1,57.57
06/28/2022,1,2,59.64
06/28/2022,1,3,59.84
06/28/2022,1,4,58.02
06/28/2022,2,1,59.89
06/28/2022,2,2,58.36
06/28/2022,2,3,55.93
06/28/2022,2,4,56.57
06/28/2022,3,1,56.55
06/28/2022,3,2,56.96
06/28/2022,3,3,56.95
06/28/2022,3,4,57.25
06/28/2022,4,1,57.18
06/28/2022,4,2,56.54
06/28/2022,4,3,57.22
06/28/2022,4,4,57.26
06/28/2022,5,1,57.19
06/28/2022,5,2,57.39
06/28/2022,5,3,58.41
06/28/2022,5,4,58.42
06/28/2022,6,1,60.39
06/28/2022,6,2,59.69
06/28/2022,6,3,59.54
06/28/2022,6,4,59.06
06/28/2022,7,1,60.18
06/28/2022,7,2,60.08
06/28/2022,7,3,59.23
06/28/2022,7,4,59.07
06/28/2022,8,1,57.30
06/28/2022,8,2,57.37
06/28/2022,8,3,57.09
06/28/2022,8,4,56.31
06/28/2022,9,1,54.52
06/28/2022,9,2,52.61
06/28/2022,9,3,54.38
06/28/2022,9,4,56.36
06/28/2022,10,1,49.13
06/28/2022,10,2,47.97
06/28/2022,10,3,52.50
06/28/2022,10,4,51.08
06/28/2022,11,1,52.30
06/28/2022,11,2,58.68
06/28/2022,11,3,59.96
06/28/2022,11,4,61.49
06/28/2022,12,1,60.27
06/28/2022,12,2,61.27
06/28/2022,12,3,61.30
06/28/2022,12,4,62.33
06/28/2022,13,1,68.47
06/28/2022,13,2,75
06/28/2022,13,3,75
06/28/2022,13,4,77.60
06/28/2022,14,1,75.04
06/28/2022,14,2,78.56
06/28/2022,14,3,76.34
06/28/2022,14,4,75.85
06/28/2022,15,1,75
06/28/2022,15,2,76.88
06/28/2022,15,3,75
06/28/2022,15,4,75
06/28/2022,16,1,75
06/28/2022,16,2,73.91
06/28/2022,16,3,75
06/28/2022,16,4,70.44
06/28/2022,17,1,62.41
06/28/2022,17,2,72.15
06/28/2022,17,3,75.01
06/28/2022,17,4,71.72
06/28/2022,18,1,64.55
06/28/2022,18,2,64.43
06/28/2022,18,3,66.23
06/28/2022,18,4,70.72
06/28/2022,19,1,70.15
06/28/2022,19,2,67.62
06/28/2022,19,3,65.53
06/28/2022,19,4,63.15
06/28/2022,20,1,64.89
06/28/2022,20,2,69.10
06/28/2022,20,3,70.47
06/28/2022,20,4,73.99
06/28/2022,21,1,68.14
06/28/2022,21,2,63.56
06/28/2022,21,3,66.36
06/28/2022,21,4,62.73
06/28/2022,22,1,60.81
06/28/2022,22,2,59.71
06/28/2022,22,3,57.93
06/28/2022,22,4,57.04
06/28/2022,23,1,58.17
06/28/2022,23,2,58.19
06/28/2022,23,3,57.01
06/28/2022,23,4,52.31
06/28/2022,24,1,53
06/28/2022,24,2,56.07
06/28/2022,24,3,54.76
06/28/2022,24,4,55.08
06/29/2022,1,1,58.27
06/29/2022,1,2,59.89
06/29/2022,1,3,61.17
06/29/2022,1,4,60.32
06/29/2022,2,1,60.12
06/29/2022,2,2,59.74
06/29/2022,2,3,58.22
06/29/2022,2,4,56.83
06/29/2022,3,1,56.35
06/29/2022,3,2,56.26
06/29/2022,3,3,53.74
06/29/2022,3,4,53.20
06/29/2022,4,1,53.33
06/29/2022,4,2,51.89
06/29/2022,4,3,51.10
06/29/2022,4,4,49.83
06/29/2022,5,1,50.63
06/29/2022,5,2,50.93
06/29/2022,5,3,51.13
06/29/2022,5,4,52.66
06/29/2022,6,1,54.23
06/29/2022,6,2,55.93
06/29/2022,6,3,56.89
06/29/2022,6,4,58.41
06/29/2022,7,1,59.93
06/29/2022,7,2,59.03
06/29/2022,7,3,58.39
06/29/2022,7,4,57.73
06/29/2022,8,1,57.19
06/29/2022,8,2,56.42
06/29/2022,8,3,54.09
06/29/2022,8,4,51.90
06/29/2022,9,1,50.45
06/29/2022,9,2,49.28
06/29/2022,9,3,48.25
06/29/2022,9,4,52.31
06/29/2022,10,1,52.73
06/29/2022,10,2,54.44
06/29/2022,10,3,56.36
06/29/2022,10,4,57.40
06/29/2022,11,1,57.72
06/29/2022,11,2,61.43
06/29/2022,11,3,62.08
06/29/2022,11,4,61.38
06/29/2022,12,1,64.97
06/29/2022,12,2,68.15
06/29/2022,12,3,68.43
06/29/2022,12,4,75.83
06/29/2022,13,1,72.58
06/29/2022,13,2,72.49
06/29/2022,13,3,75.01
06/29/2022,13,4,76.73
06/29/2022,14,1,76.95
06/29/2022,14,2,82.68
06/29/2022,14,3,87.81
06/29/2022,14,4,83.89
06/29/2022,15,1,81.68
06/29/2022,15,2,81.70
06/29/2022,15,3,82.52
06/29/2022,15,4,83.36
06/29/2022,16,1,85.01
06/29/2022,16,2,85.23
06/29/2022,16,3,83.60
06/29/2022,16,4,85.57
06/29/2022,17,1,84.34
06/29/2022,17,2,85.18
06/29/2022,17,3,84.67
06/29/2022,17,4,84.42
06/29/2022,18,1,85.04
06/29/2022,18,2,85.27
06/29/2022,18,3,86.32
06/29/2022,18,4,85.84
06/29/2022,19,1,86.38
06/29/2022,19,2,90.37
06/29/2022,19,3,89.32
06/29/2022,19,4,84
06/29/2022,20,1,83.65
06/29/2022,20,2,83.40
06/29/2022,20,3,89.04
06/29/2022,20,4,86.03
06/29/2022,21,1,197.31
06/29/2022,21,2,151.53
06/29/2022,21,3,91.13
06/29/2022,21,4,84.29
06/29/2022,22,1,87.11
06/29/2022,22,2,80.51
06/29/2022,22,3,75.01
06/29/2022,22,4,66.56
06/29/2022,23,1,64.48
06/29/2022,23,2,72.61
06/29/2022,23,3,64.48
06/29/2022,23,4,57.83
06/29/2022,24,1,53.67
06/29/2022,24,2,55.95
06/29/2022,24,3,54.13
06/29/2022,24,4,51.26
06/30/2022,1,1,50.49
06/30/2022,1,2,48.13
06/30/2022,1,3,44.82
06/30/2022,1,4,43.10
06/30/2022,2,1,42.40
06/30/2022,2,2,42.62
06/30/2022,2,3,41.03
06/30/2022,2,4,39.75
06/30/2022,3,1,39.20
06/30/2022,3,2,38.34
06/30/2022,3,3,37.47
06/30/2022,3,4,36.12
06/30/2022,4,1,36.41
06/30/2022,4,2,36.40
06/30/2022,4,3,36.12
06/30/2022,4,4,36.50
06/30/2022,5,1,37.83
06/30/2022,5,2,38.15
06/30/2022,5,3,37.13
06/30/2022,5,4,36.48
06/30/2022,6,1,36.74
06/30/2022,6,2,36.51
06/30/2022,6,3,36.42
06/30/2022,6,4,36.81
06/30/2022,7,1,37.94
06/30/2022,7,2,37.76
06/30/2022,7,3,37.68
06/30/2022,7,4,37.42
06/30/2022,8,1,37.71
06/30/2022,8,2,38.42
06/30/2022,8,3,38.60
06/30/2022,8,4,38.60
06/30/2022,9,1,40.41
06/30/2022,9,2,40.60
06/30/2022,9,3,41.24
06/30/2022,9,4,41.54
06/30/2022,10,1,42.92
06/30/2022,10,2,42.51
06/30/2022,10,3,43.54
06/30/2022,10,4,44.25
06/30/2022,11,1,44.77
06/30/2022,11,2,48.61
06/30/2022,11,3,55.80
06/30/2022,11,4,59.39
06/30/2022,12,1,62.23
06/30/2022,12,2,65.62
06/30/2022,12,3,66.91
06/30/2022,12,4,75.05
06/30/2022,13,1,80.85
06/30/2022,13,2,84.61
06/30/2022,13,3,123.75
06/30/2022,13,4,101.11
06/30/2022,14,1,86.49
06/30/2022,14,2,90.36
06/30/2022,14,3,89.27
06/30/2022,14,4,102.18
06/30/2022,15,1,120.51
06/30/2022,15,2,117.44
06/30/2022,15,3,234.21
06/30/2022,15,4,153.49
06/30/2022,16,1,114.72
06/30/2022,16,2,97.90
06/30/2022,16,3,87.61
06/30/2022,16,4,91.26
06/30/2022,17,1,89.20
06/30/2022,17,2,88.55
06/30/2022,17,3,90.21
06/30/2022,17,4,86.74
06/30/2022,18,1,84.73
06/30/2022,18,2,88.79
06/30/2022,18,3,87.21
06/30/2022,18,4,84.30
06/30/2022,19,1,84.11
06/30/2022,19,2,83.07
06/30/2022,19,3,82.79
06/30/2022,19,4,82.75
06/30/2022,20,1,84.16
06/30/2022,20,2,77.51
06/30/2022,20,3,82.46
06/30/2022,20,4,90.92
06/30/2022,21,1,287.39
06/30/2022,21,2,96.35
06/30/2022,21,3,88.86
06/30/2022,21,4,83.73
06/30/2022,22,1,81.78
06/30/2022,22,2,76.42
06/30/2022,22,3,67.04
06/30/2022,22,4,63.15
06/30/2022,23,1,63.48
06/30/2022,23,2,67.07
06/30/2022,23,3,64.89
06/30/2022,23,4,62.93
06/30/2022,24,1,61.15
06/30/2022,24,2,58.35
06/30/2022,24,3,53.04
06/30/2022,24,4,49.91
07/01/2022,1,1,63.21
07/01/2022,1,2,65.10
07/01/2022,1,3,61.87
07/01/2022,1,4,57.72
07/01/2022,2,1,53.57
07/01/2022,2,2,46.98
07/01/2022,2,3,42.81
07/01/2022,2,4,40.18
07/01/2022,3,1,42.20
07/01/2022,3,2,42.12
07/01/2022,3,3,39.90
07/01/2022,3,4,39.58
07/01/2022,4,1,39.14
07/01/2022,4,2,39.09
07/01/2022,4,3,39.41
07/01/2022,4,4,39.59
07/01/2022,5,1,39.78
07/01/2022,5,2,39.92
07/01/2022,5,3,41.63
07/01/2022,5,4,42.28
07/01/2022,6,1,46.77
07/01/2022,6,2,49.20
07/01/2022,6,3,48.40
07/01/2022,6,4,49.83
07/01/2022,7,1,53.86
07/01/2022,7,2,50.80
07/01/2022,7,3,53.10
07/01/2022,7,4,49.52
07/01/2022,8,1,47.64
07/01/2022,8,2,46.12
07/01/2022,8,3,44.99
07/01/2022,8,4,47.58
07/01/2022,9,1,49.96
07/01/2022,9,2,47.63
07/01/2022,9,3,42.36
07/01/2022,9,4,40.65
07/01/2022,10,1,39.66
07/01/2022,10,2,39.77
07/01/2022,10,3,40.39
07/01/2022,10,4,42.47
07/01/2022,11,1,45.19
07/01/2022,11,2,56.09
07/01/2022,11,3,63.41
07/01/2022,11,4,69.70
07/01/2022,12,1,62.40
07/01/2022,12,2,65.84
07/01/2022,12,3,77.21
07/01/2022,12,4,78.54
07/01/2022,13,1,72.86
07/01/2022,13,2,96.42
07/01/2022,13,3,140.76
07/01/2022,13,4,262.51
07/01/2022,14,1,91.21
07/01/2022,14,2,86.45
07/01/2022,14,3,83.33
07/01/2022,14,4,90.57
07/01/2022,15,1,83.46
07/01/2022,15,2,96.13
07/01/2022,15,3,80.79
07/01/2022,15,4,76.72
07/01/2022,16,1,74.53
07/01/2022,16,2,74.73
07/01/2022,16,3,73.88
07/01/2022,16,4,73.96
07/01/2022,17,1,73.11
07/01/2022,17,2,72.99
07/01/2022,17,3,73.33
07/01/2022,17,4,73.96
07/01/2022,18,1,74.12
07/01/2022,18,2,74.10
07/01/2022,18,3,84.01
07/01/2022,18,4,74.33
07/01/2022,19,1,71.68
07/01/2022,19,2,70.29
07/01/2022,19,3,69.93
07/01/2022,19,4,68.25
07/01/2022,20,1,68.83
07/01/2022,20,2,68.29
07/01/2022,20,3,66.95
07/01/2022,20,4,67.42
07/01/2022,21,1,71.63
07/01/2022,21,2,75
07/01/2022,21,3,75.28
07/01/2022,21,4,74.91
07/01/2022,22,1,70.04
07/01/2022,22,2,65.85
07/01/2022,22,3,63.45
07/01/2022,22,4,59.22
07/01/2022,23,1,62.69
07/01/2022,23,2,69.96
07/01/2022,23,3,68.62
07/01/2022,23,4,65.15
07/01/2022,24,1,66.57
07/01/2022,24,2,66.21
07/01/2022,24,3,62.63
07/01/2022,24,4,60.73
07/02/2022,1,1,56.21
07/02/2022,1,2,52.74
07/02/2022,1,3,53.63
07/02/2022,1,4,50.55
07/02/2022,2,1,49.20
07/02/2022,2,2,46.45
07/02/2022,2,3,45.17
07/02/2022,2,4,47.62
07/02/2022,3,1,49.79
07/02/2022,3,2,47.30
07/02/2022,3,3,42.64
07/02/2022,3,4,40.16
07/02/2022,4,1,38.89
07/02/2022,4,2,37.83
07/02/2022,4,3,39.26
07/02/2022,4,4,41.15
07/02/2022,5,1,42.30
07/02/2022,5,2,41.24
07/02/2022,5,3,40.18
07/02/2022,5,4,40.43
07/02/2022,6,1,42.43
07/02/2022,6,2,44.74
07/02/2022,6,3,48.21
07/02/2022,6,4,48.41
07/02/2022,7,1,49.69
07/02/2022,7,2,50.10
07/02/2022,7,3,51
07/02/2022,7,4,46.95
07/02/2022,8,1,54.29
07/02/2022,8,2,55.51
07/02/2022,8,3,55.49
07/02/2022,8,4,57.62
07/02/2022,9,1,59.35
07/02/2022,9,2,56.61
07/02/2022,9,3,51.16
07/02/2022,9,4,48.11
07/02/2022,10,1,42.59
07/02/2022,10,2,42.45
07/02/2022,10,3,47.05
07/02/2022,10,4,48.86
07/02/2022,11,1,52.64
07/02/2022,11,2,64.16
07/02/2022,11,3,68.72
07/02/2022,11,4,66.79
07/02/2022,12,1,61.59
07/02/2022,12,2,69.98
07/02/2022,12,3,76.67
07/02/2022,12,4,74.47
07/02/2022,13,1,74.55
07/02/2022,13,2,74.71
07/02/2022,13,3,98.17
07/02/2022,13,4,85.87
07/02/2022,14,1,75.03
07/02/2022,14,2,74.70
07/02/2022,14,3,97.31
07/02/2022,14,4,81.01
07/02/2022,15,1,76.10
07/02/2022,15,2,123.56
07/02/2022,15,3,76.61
07/02/2022,15,4,79.31
07/02/2022,16,1,74.36
07/02/2022,16,2,73.83
07/02/2022,16,3,69.03
07/02/2022,16,4,70.33
07/02/2022,17,1,68.82
07/02/2022,17,2,67.64
07/02/2022,17,3,66.04
07/02/2022,17,4,60.62
07/02/2022,18,1,56.94
07/02/2022,18,2,54.72
07/02/2022,18,3,55.47
07/02/2022,18,4,54.76
07/02/2022,19,1,54.28
07/02/2022,19,2,54.42
07/02/2022,19,3,53.42
07/02/2022,19,4,55.49
07/02/2022,20,1,53.38
07/02/2022,20,2,54.05
07/02/2022,20,3,54.64
07/02/2022,20,4,54.93
07/02/2022,21,1,57.97
07/02/2022,21,2,56.07
07/02/2022,21,3,55.10
07/02/2022,21,4,55.09
07/02/2022,22,1,58.09
07/02/2022,22,2,63.27
07/02/2022,22,3,58.21
07/02/2022,22,4,57.99
07/02/2022,23,1,73.07
07/02/2022,23,2,72.22
07/02/2022,23,3,72.72
07/02/2022,23,4,72.54
07/02/2022,24,1,70.74
07/02/2022,24,2,83.08
07/02/2022,24,3,69.02
07/02/2022,24,4,58.66
07/03/2022,1,1,56.25
07/03/2022,1,2,57
07/03/2022,1,3,56.41
07/03/2022,1,4,58.44
07/03/2022,2,1,56.73
07/03/2022,2,2,55.03
07/03/2022,2,3,52.65
07/03/2022,2,4,51.93
07/03/2022,3,1,53.72
07/03/2022,3,2,53.85
07/03/2022,3,3,53.26
07/03/2022,3,4,52.47
07/03/2022,4,1,52.22
07/03/2022,4,2,52.32
07/03/2022,4,3,52.22
07/03/2022,4,4,52.36
07/03/2022,5,1,52.40
07/03/2022,5,2,51.76
07/03/2022,5,3,50.62
07/03/2022,5,4,49.90
07/03/2022,6,1,45.73
07/03/2022,6,2,42.63
07/03/2022,6,3,40.99
07/03/2022,6,4,40.59
07/03/2022,7,1,39.55
07/03/2022,7,2,38.59
07/03/2022,7,3,36.85
07/03/2022,7,4,35.28
07/03/2022,8,1,35.64
07/03/2022,8,2,36
07/03/2022,8,3,36.26
07/03/2022,8,4,36.81
07/03/2022,9,1,36.63
07/03/2022,9,2,35.48
07/03/2022,9,3,33.43
07/03/2022,9,4,31.26
07/03/2022,10,1,31.15
07/03/2022,10,2,35.05
07/03/2022,10,3,36.63
07/03/2022,10,4,38.18
07/03/2022,11,1,38.29
07/03/2022,11,2,38.56
07/03/2022,11,3,39.88
07/03/2022,11,4,44.17
07/03/2022,12,1,49.27
07/03/2022,12,2,52.06
07/03/2022,12,3,52.20
07/03/2022,12,4,52.57
07/03/2022,13,1,54.47
07/03/2022,13,2,55.45
07/03/2022,13,3,56.34
07/03/2022,13,4,56.66
07/03/2022,14,1,56.91
07/03/2022,14,2,61.81
07/03/2022,14,3,57.74
07/03/2022,14,4,57.69
07/03/2022,15,1,55.19
07/03/2022,15,2,55.74
07/03/2022,15,3,63.35
07/03/2022,15,4,59.32
07/03/2022,16,1,57.56
07/03/2022,16,2,54.84
07/03/2022,16,3,57.35
07/03/2022,16,4,55.60
07/03/2022,17,1,57.57
